device_type,avg_current,peak_current,duty_cycle,onoff_rate,usage_duration
Heater,6.01376809373721,4.917781578307043,0.8781628594357223,0.05054853374969062,114.07952416211705
Water Pump,5.138958861654045,7.4686303073122104,0.7585941090569986,0.029374375166641476,35.27081195303814
Charger,0.10361128049276877,0.14527232709472584,0.3053633299093972,0.4085776667455325,59.13373715702097
Fan,0.3561875356824188,0.4785395024717044,0.7029771463383506,0.09281903189070079,290.14479503964884
Air Conditioner,6.995404094977097,7.290511372710557,0.6359303633629578,0.03394104783104899,447.96849629451003
Water Pump,3.935470974549505,4.268260820048454,0.5717023498383348,0.15764102221432627,88.68103444598947
Washing Machine / Motor,3.632772327269672,4.314115131061944,0.5303000334081241,0.711091452908367,146.7978226612364
Air Conditioner,8.108743637758439,7.712431741817049,0.9221047928881161,0.086479272037018,507.4802575081407
Refrigerator,1.2201981733381415,2.1301445660733873,0.6434688219717984,0.24699035955059717,1195.65992621668
Water Pump,6.127977142044241,4.83283125042203,0.41956473011139483,0.07910338862151144,103.90652853791434
TV,0.5426864807880015,0.5833936675918371,0.7189682215766657,0.14402226670298915,33.781723447845806
LED Light,0.05787845318551932,0.0714188013614428,0.9107901319256548,0.02374334683748063,168.33821993736348
Kettle,7.598553929975743,7.539026210385325,0.2517972880886965,0.009089890147454783,9.177208488905315
LED Light,0.0394805556134036,0.08161499541714598,0.84280543881063,0.037588828514576934,136.50859521390953
TV,0.6013902421785922,0.5662353281709633,0.6187662055172497,0.1092495200261702,34.31569964966195
Heater,7.121452003916349,4.899752735743982,0.9346842882333847,0.03490917670069931,49.11996937415642
Air Conditioner,8.635670976485816,11.65194868130323,0.5321596115967917,0.08047410790827488,72.6678717294234
Refrigerator,1.2012175072613038,1.3533646283526104,0.5320914128796567,0.5616139945818237,665.00653086842
Water Pump,6.487655955034546,8.863138706982095,0.7052986294056692,0.12168158438789595,50.19684683324719
Fan,0.44545676463538586,0.3727061085410287,0.8989932128512006,0.16781993975992232,178.67832399387234
TV,0.462258103778895,0.5845809469212101,0.790982625273537,0.17066343733331724,99.73328452707796
Air Conditioner,6.8601412989226915,10.139376019880164,0.9419988884355934,0.04139726060002391,555.8243055693197
Washing Machine / Motor,2.9750779723309098,4.4854548439016035,0.5308808944503829,0.5723440467169882,103.71206319343226
Refrigerator,1.2067976692026572,1.44298709771928,0.31391967994734005,0.3636998295141589,629.6801932410915
Air Conditioner,5.768167974236016,11.4265520539029,0.5990520971205437,0.005161433638246216,70.95118583440679
Fan,0.3764792512931017,0.33849775865662934,0.873547752468799,0.1386844256112618,219.16510402650195
Fan,0.34502006813834407,0.5693865648555057,0.8575148020736154,0.14145578238113343,98.08667692379309
Charger,0.1143503535633239,0.16147002929218304,0.35166432415153637,0.4834341971431147,46.845706651069776
TV,0.6372579460118981,0.8221065079948089,0.6602897537335202,0.17336429713769785,163.03568919400075
Washing Machine / Motor,4.741626492161284,5.670011528737497,0.39478254503526267,0.6719440720593095,101.01568017574117
Washing Machine / Motor,2.0057029131501305,6.658860125434937,0.6006868165913933,0.6734873023433852,81.75309999157
Air Conditioner,6.668220944930822,7.374699683468394,0.6158951388082898,0.18027998824584665,510.31496424895994
Fan,0.38550916103675514,0.464078662795643,0.8425269618600304,0.1844868567312249,49.63843590024047
Charger,0.059083354926722176,0.17302241975494934,0.3031570281930357,0.6489023492472042,34.47647962209892
Charger,0.06684095450243586,0.18049808094647307,0.20847707992609293,0.7662252105403216,39.68346594078352
Heater,7.373369960115809,4.806012626307865,0.6495756777057757,0.09984230070665334,120.98049271864404
Air Conditioner,6.498144609804164,6.4846752832460615,0.693645586837665,0.12004050941851614,337.37244278351795
LED Light,0.023100903270116463,0.06719482420977035,0.8621905364830319,0.06374299014982066,226.04466010511862
Washing Machine / Motor,2.0301643708639947,4.483285880590304,0.412524188188297,0.7449823037504545,175.06817673821212
Refrigerator,1.2927950766470269,2.122711648378676,0.6531345962712316,0.4111248433182483,890.0980043736827
Water Pump,3.179265242683229,8.787457789354757,0.7811478081432335,0.05587126464815198,90.46781767954397
Kettle,9.897270548817657,6.594451448643032,0.2895303306162178,0.03686774238491447,3.1210848602625783
TV,0.6525002726727559,0.6750932621659805,0.43330306322025286,0.14491158183176364,69.84196784223776
Refrigerator,0.892876452614347,1.1894778295586883,0.6903483451134146,0.31450361415327327,783.1413310978746
Air Conditioner,7.05753298604408,9.532556781390056,0.8949340536898714,0.13124797864967172,388.7294955699586
TV,0.5963532826887942,0.8309301561075028,0.5422119188608031,0.16177170780671307,67.15221918168447
Washing Machine / Motor,3.884893323614973,3.813745538911903,0.38083372599097554,0.7448006975621972,166.7524506494604
Washing Machine / Motor,2.447891881947973,3.7052484512492008,0.62843143097874,0.7429413687858721,65.20252993278754
Heater,7.866520200571877,7.109049519860404,0.7404574762227248,0.07221992812529336,260.09783581520446
Water Pump,4.758646129482362,8.91799164439077,0.6276292782360295,0.04055384187376783,42.20941406152628
LED Light,0.05695100588313298,0.07445655556073508,0.7135912029316133,0.037461261462647125,198.98217724284382
Air Conditioner,6.060493045782958,8.97033567392751,0.9232672465617027,0.1010331423045465,463.9387592444579
Charger,0.06280928766249437,0.17324002450372347,0.34165093337795904,0.6655379408672742,30.47763005749659
Air Conditioner,8.5442958683821,10.374202456976963,0.9639050308238482,0.0665313199641783,331.73308504583326
Heater,6.427479455829363,6.345121358084784,0.6329411961347032,0.11005910463662592,103.24251835045773
Air Conditioner,8.302685783917912,10.186782198375143,0.5411166107553003,0.08365281618051515,362.0230109214866
Fan,0.32862435964141584,0.3417762212354112,0.7032145893086077,0.10885146740305017,293.46028100821184
Kettle,9.410919861114191,7.8592978851666135,0.10351309114079339,0.061920792502982304,8.494912883576585
Charger,0.10097537174356638,0.09929171675147082,0.10793635164412725,0.3290316694455456,52.09342229303911
Air Conditioner,6.097047400635599,9.285671904856857,0.5722576119534751,0.026788243880000076,569.6460001722974
Heater,5.4396887408570755,9.391175981055202,0.9522994308296757,0.1515315233205945,182.13702792947
Charger,0.05535482225634551,0.15231528135812022,0.2326311238623337,0.627616242288172,23.71745723640053
Washing Machine / Motor,5.559989930324528,7.640660930077219,0.3952488285710998,0.5119289470846358,32.1942808807605
Refrigerator,1.3841492893090415,1.3851632649170558,0.33904750421405955,0.5591183225568104,698.8808285580344
Air Conditioner,6.456611276418422,11.114192095572262,0.8782763300289081,0.12210263281843202,256.6692002307387
TV,0.5874797063891184,0.7931177493903808,0.5969468194804997,0.038463154556870105,94.22980215278255
LED Light,0.04198769209228387,0.057732088412647875,0.9086401620069586,0.038855810127034575,151.14727810808327
LED Light,0.06779223745857058,0.06370656460587851,0.7351924566887184,0.012518579220255045,215.10262755182228
Water Pump,3.2386866227299866,4.846995628163036,0.7183330635801767,0.0002291901256512574,41.06447617304507
Charger,0.06860034482382267,0.09920444537861543,0.29517243733280385,0.4780695810074841,58.00722074682699
Washing Machine / Motor,4.237608463592963,3.228881697143628,0.6727689742742348,0.61396874664973,179.10929750746655
Charger,0.10867263831449891,0.058809340511034716,0.24196450897543154,0.7856481137142728,25.480146402573148
LED Light,0.05103614338649656,0.060813929856884344,0.7442357580118851,0.032819275360931155,147.18522886694632
Air Conditioner,8.554772859139193,7.441362998373272,0.6401082034952855,0.010624124839800221,489.61419173283275
Fan,0.4294794636643173,0.335814303401459,0.7983528513657454,0.1631490761252242,191.27434214929218
LED Light,0.029734004346948763,0.03088252639830313,0.8679267050915147,0.052739962212267635,224.22547803967282
Heater,8.934568571091061,6.689237457572526,0.7327625139589987,0.1248849854368785,252.91434157705038
Air Conditioner,6.80232997126447,7.713150430292037,0.649021261395678,0.0766202867181169,511.20818338086264
Kettle,6.085555386700319,11.69295899928114,0.13394268327898212,0.0009558186148068582,5.845579228599876
Charger,0.033429696439518666,0.18854709417569115,0.3683563730649805,0.39499825460114224,23.889435581170545
Charger,0.02085547701181702,0.17171328497700086,0.12622980924809274,0.6153774990203837,32.724122076204864
Refrigerator,0.7012537199142823,1.1897684602951493,0.4332030532208977,0.3494265144156322,544.3020824480816
Refrigerator,1.3904272209591118,2.054510299901354,0.6719481929175516,0.3935187586331185,859.1119702789829
Refrigerator,0.9181297276155409,2.284419274005395,0.3982526296195258,0.24371177814726397,1205.5980166058562
Air Conditioner,7.040851665912488,6.767098421960802,0.8694960315781219,0.0793775956449838,201.97909372135942
Refrigerator,0.8818638456332717,1.3576821370155987,0.6607664431351531,0.3588747545268515,579.6184076707788
Air Conditioner,5.737472952078775,8.658455597600692,0.5828745076942274,0.1964089245572768,111.97310521598683
Washing Machine / Motor,3.444890940937145,4.3024378952867455,0.6430212508399653,0.4873265458266305,32.52499797908422
Kettle,7.890827594545156,8.208869379570325,0.27408103398842,0.0170433201879996,7.229553412790878
Heater,8.257193481655571,9.484398302058274,0.8025486694180581,0.11882092765508503,221.19978034161045
Water Pump,6.661111915651338,5.381896726579497,0.550914289748496,0.1320375994995717,46.292302292672225
Refrigerator,1.2268564651292002,1.752083582218313,0.6770438840634622,0.5271939084308821,969.9716952656959
TV,0.6210789621344086,0.894017574787511,0.5188856455380384,0.027125323201462683,43.30058347286774
Charger,0.06432859860792395,0.10594266451827852,0.20882099439174512,0.3084646762127675,33.715238030313394
Charger,0.03692475974428945,0.04845441082135024,0.3247871081647751,0.45257916526864483,57.332469157504384
Water Pump,5.577721974058474,5.85900498858644,0.647208911472605,0.11508818530613307,53.3666186618408
Water Pump,4.084886081536473,7.974151308021634,0.4917275801230616,0.03176753907640313,96.06833504487624
LED Light,0.024967920075507587,0.07222064766264719,0.7736047329043962,0.038929561404197656,107.94730892808897
Kettle,7.745157437174777,9.469715249717614,0.13951691716566367,0.04307166216080104,9.020435810116188
TV,0.3129883086766993,0.8716764477850062,0.6893321215975853,0.02721124688632859,153.77262412724494
TV,0.37649685163044855,0.8077144575164633,0.5622857696723791,0.008216472991111057,75.56615588891164
Fan,0.3475255619334422,0.3232948004014815,0.8222629093097292,0.08142129782512553,47.82265791786523
LED Light,0.02935967122017216,0.034065852851773964,0.9598528437324805,0.06011150117432088,221.17959600493228
Kettle,7.017009610458175,7.924491499904548,0.19766762879906374,0.06526890393409257,4.4556564547819635
LED Light,0.043815396572095766,0.03929010278301422,0.8702622544784674,0.06894649691372658,246.15840875945239
Refrigerator,1.1408614754977475,1.0685958026066233,0.49902643335549035,0.26193707264809096,508.5321355967766
Water Pump,6.269385293531158,5.174531305656193,0.6707066164958562,0.08613471429649103,22.61493666165372
LED Light,0.02832963035896461,0.07486123213622503,0.7545640253197434,0.034566728332386325,272.1328706746232
TV,0.4060682964733422,0.8314298938173328,0.7861794538402486,0.1831628696381488,100.46008321049358
LED Light,0.05671117368334276,0.03976457024564293,0.7876433945605654,0.03663618432936917,153.1388957385997
Charger,0.08228292369611795,0.05599110375961537,0.35343710808686857,0.3978875557065681,56.27551792389294
Refrigerator,1.148737375983084,1.3929653048058372,0.40057206087498537,0.2694288576605759,1391.9322470712934
Fan,0.3661290451819268,0.5807811744745679,0.9016752061882584,0.0962555902438474,248.6122597917901
Washing Machine / Motor,3.2683551490965024,7.268815510009888,0.6210521686400134,0.6307010165593916,78.73123006489331
Charger,0.10811892368943089,0.08171476808295064,0.29631800944917247,0.54375113931014,25.146672989428644
Fan,0.3760494438912316,0.37451508262296224,0.9116382490850459,0.08552026674066747,149.4872889999813
LED Light,0.06718070086493312,0.03625877016185817,0.8252742327354785,0.08791183075621647,285.07764601868075
Refrigerator,0.9086698677300704,1.2764911312681142,0.47578614974337685,0.39852910851375156,760.1572317225647
Washing Machine / Motor,5.33695371856256,5.381164067585813,0.6951093328548489,0.5198086150044324,127.43714169267585
Fan,0.28089844080098514,0.4461796062300152,0.8289955642363179,0.11938213810933124,299.8805798776184
Refrigerator,0.7669733777319473,2.303359589756854,0.5850405629193572,0.4752122075807925,664.0212432243663
Washing Machine / Motor,3.5918415057804594,4.149625817727803,0.4351605703100252,0.7990873689462326,153.8121656360716
TV,0.5593027816311288,0.5861931810525831,0.748957825341926,0.12262324781384831,45.15262136911268
Fan,0.2809850622286885,0.32482105068545697,0.8453613985240032,0.06048390225570728,182.12025841064062
Kettle,8.067202378762495,7.673963347293233,0.20728590917967155,0.08353623541788925,10.389510625216625
Water Pump,6.5290780662780055,4.739555681727644,0.6033388384054547,0.12939313680426176,66.85333019387186
Washing Machine / Motor,5.699143638856055,3.834889411145052,0.4069350249646657,0.3316121696253168,149.31764372663812
